Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description
"Senior Software Engineer - ServiceNow, Hyderabad/Bengaluru/Gurgaon",ServiceNow,,,https://careers.servicenow.com/jobs/744000107690275/senior-software-engineer-servicenow-hyderabadbengalurugurgaon/,,ServiceNow,
"Backend Software Engineer, Storefronts",Airbnb,,,https://careers.airbnb.com/positions/7572491/,,Airbnb,
"Junior Linux Systems Engineer (Game Operation) - Wild Rift, TechOps (Contract)Software Engineering GroupLeague of Legends: Wild RiftSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7516516,,Riot_Games,
Software Engineering Group,Riot_Games,,,https://www.riotgames.com/en/work-with-us/jobs,,Riot_Games,
"Manager, Software Engineering (Meta Game Services) - Publishing PlatformSoftware Engineering GroupRiot Operations & SupportLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7424395,,Riot_Games,
"Manager, Software Engineering - Content Access PlatformSoftware Engineering GroupRiot Operations & SupportLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7005607,,Riot_Games,
"Manager, Software Engineering - Developer Connections, Client BuildSoftware Engineering GroupRiot Operations & SupportLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7229016,,Riot_Games,
"Manager, Software Engineering - VALORANT, Esports Game FeaturesSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7472454,,Riot_Games,
"Manager, Software Engineering, Publishing Engagement - Publishing PlatformSoftware Engineering GroupRiot Operations & SupportSeoul, Korea",Riot_Games,,,https://www.riotgames.com/en/j/7454356,,Riot_Games,
"Manager, Software Engineering, Services & China Partnership - VALORANTSoftware Engineering GroupVALORANTSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7325238,,Riot_Games,
"Manager, Software Engineering, Services - VALORANTSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7228986,,Riot_Games,
"Principal Software Engineer (Computer Vision/Automation) -  League of LegendsSoftware Engineering GroupLeague of LegendsLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7118616,,Riot_Games,
"Principal Software Engineer - Content Access PlatformSoftware Engineering GroupRiot Operations & SupportMercer Island, USA",Riot_Games,,,https://www.riotgames.com/en/j/6937688,,Riot_Games,
"Principal Software Engineer - VALORANT, CompetitiveSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7460704,,Riot_Games,
"Principal Software Engineer, 3D Animation - Unpublished R&D ProductSoftware Engineering GroupMMOLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7288354,,Riot_Games,
"Principal Software Engineer, Services - Unpublished R&D ProductSoftware Engineering GroupRiot DiscoveryLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7307095,,Riot_Games,
"Principal Software Engineer, VALORANT - Foundations Developer Experience & WorkflowsSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/6889307,,Riot_Games,
"Senior Backend Engineer, Services - Unpublished R&D ProductSoftware Engineering GroupRiot DiscoverySydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7194256,,Riot_Games,
"Senior Manager, Software Engineering  (Graphics)- League of LegendsSoftware Engineering GroupLeague of LegendsLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7088660,,Riot_Games,
"Senior Manager, Software Engineering, Build Services - VALORANTSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7181933,,Riot_Games,
"Senior Software Engineer - Teamfight Tactics (Contract, 9 months)Software Engineering GroupTeamfight TacticsSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7553923,,Riot_Games,
"Senior Software Engineer, Core Game Features  - VALORANTSoftware Engineering GroupVALORANTSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7377043,,Riot_Games,
"Senior Software Engineer, Game UI - League of LegendsSoftware Engineering GroupLeague of LegendsLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7295676,,Riot_Games,
"Senior Software Engineer, Player Dynamics - VALORANTSoftware Engineering GroupVALORANTSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7410020,,Riot_Games,
"Senior Software Engineer, Player Experience Tools & Services - Publishing PlatformSoftware Engineering GroupRiot Operations & SupportLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7545471,,Riot_Games,
"Senior Software Engineer, Riot Web - Publishing PlatformSoftware Engineering GroupRiot Operations & SupportLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7545534,,Riot_Games,
"Senior Software Engineer, VALORANT - Release EngineeringSoftware Engineering GroupVALORANTSydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7252205,,Riot_Games,
"Software Engineer, Gameplay - Unpublished R&D Product (Contract)Riot DiscoveryShanghai, China",Riot_Games,,,https://www.riotgames.com/en/j/7271179,,Riot_Games,
"Software Engineer, Gameplay - Unpublished R&D Product (Contract)Software Engineering GroupRiot DiscoveryGuangzhou, China",Riot_Games,,,https://www.riotgames.com/en/j/7449571,,Riot_Games,
"Software Engineer, Services - Unpublished R&D Product (Contract)Software Engineering GroupRiot DiscoveryGuangzhou, China",Riot_Games,,,https://www.riotgames.com/en/j/7449588,,Riot_Games,
"Software Engineer, Unpublished R&D ProductSoftware Engineering GroupRiot DiscoverySydney, Australia",Riot_Games,,,https://www.riotgames.com/en/j/7325266,,Riot_Games,
"Software Engineering Manager, AI/ML - VALORANTSoftware Engineering GroupVALORANTLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7336877,,Riot_Games,
"Software Engineering Manager, UI Tech - VALORANTSoftware Engineering GroupVALORANTMercer Island, USA",Riot_Games,,,https://www.riotgames.com/en/j/7366200,,Riot_Games,
"Sr. Manager, Software Engineering (Gameplay) - Unpublished R&D ProductSoftware Engineering GroupRiot DiscoveryLos Angeles, USA",Riot_Games,,,https://www.riotgames.com/en/j/7528093,,Riot_Games,
