Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description
Machine Learning Engineer II Ad Forecasting,Spotify,Remote,,https://remoteOK.com/remote-jobs/remote-machine-learning-engineer-ii-ad-forecasting-spotify-1130081,,RemoteOK,"We are seeking a Machine Learning Engineer with expertise in machine learning model development, AI engineering, online experimentation techniques, and large-scale engineering systems. This role will lead strategic initiatives and projects within Ads Forecasting. The Ads Forecasting squad focuses on building and maintaining the models and systems that predict future ad inventory,demand, and performance across Spotify's platform. By leveraging data and experimentation, we aim to provide accurate,..."
Staff Software Engineer Distributed Simulation,Anduril Industries,Remote,,https://remoteOK.com/remote-jobs/remote-staff-software-engineer-distributed-simulation-anduril-industries-1130076,,RemoteOK,"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and c..."
Software Development Engineer Test Brazil,Platform Science,Remote,,https://remoteOK.com/remote-jobs/remote-software-development-engineer-test-brazil-platform-science-1130073,,RemoteOK,"<p><span style=""font-size: 10pt; font-family: helvetica, arial, sans-serif;""><strong>Who We Are</strong></span></p>
<p><span style=""font-size: 10pt; font-family: helvetica, arial, sans-serif;"">At Platform Science, we're working to connect everything that moves. Founded in 2015, we are an open IoT platform that partners with innovative fleets, application developers, vehicle manufacturers, and equipment providers in the transportation industry to deliver revolutionary solutions to supply chain pr..."
Senior Angular Software Engineer,Aiwyn,Remote,,https://remoteOK.com/remote-jobs/remote-senior-angular-software-engineer-aiwyn-1130070,,RemoteOK,"<p><b style=""font-size: 16px;"">Who is Aiwyn and what do we do?</b></p><p><br></p><p><span style=""font-size: 11pt;"">Aiwyn is transforming the way accounting firms manage the entire revenue lifecycle. Backed by top-tier investors like Bessemer, KKR, and Revolution, weâre one of the fastest-growing scale-up SaaS companies in the world. We build category-defining technologyâand weâre doing it with world-class people, processes, and products.</span></p><p><br></p><p>To learn more, visit our <b>..."
NFL Data Scientist,Swish Analytics,Remote,,https://remoteOK.com/remote-jobs/remote-nfl-data-scientist-swish-analytics-1130062,,RemoteOK,"<p><strong>Company Description&nbsp;</strong></p>
<p><span style=""font-weight: 400;"">Swish Analytics is a sports analytics, betting and fantasy startup building the next generation of predictive sports analytics data products. We believe that oddsmaking is a challenge rooted in engineering, mathematics, and sports betting expertise; not intuition.&nbsp; We're looking for team-oriented individuals with an authentic passion for accurate and predictive real-time data who can execute in a fast-paced..."
Enterprise Product Manager,Accurate Background,Remote,,https://remoteOK.com/remote-jobs/remote-enterprise-product-manager-accurate-background-1130061,,RemoteOK,"<p>When you join Accurate Background, youâre an integral part of making every hire the start of a success story. Your contributions will help us fulfill our mission of advancing the background screening experience through visibility and insights, empowering our clients to make smarter, unbiased decisions.</p><p><br></p><p>We are seeking an Enterprise Product Manager (Group level) to lead a multi-product portfolio spanning the Candidate and Client experiences across our background check platfor..."
Senior Python Software Engineer,Bloomreach,Remote,,https://remoteOK.com/remote-jobs/remote-senior-python-software-engineer-bloomreach-1130047,,RemoteOK,"Bloomreach is building the world's premier agentic platform for personalization. We're revolutionizing how businesses connect with their customers, building and deploying AI agents to personalize the entire customer journey.

- We're taking autonomous search mainstream, making product discovery more intuitive and conversational for customers, and more profitable for businesses.
- We're making conversational shopping a reality, connecting every shopper with tailored guidance and product expertise..."
Staff Frontend Engineer,Alpaca,Remote,,https://remoteOK.com/remote-jobs/remote-staff-frontend-engineer-alpaca-1130038,,RemoteOK,"<p><strong>Who We Are:</strong></p>
<p>Alpaca is a US-headquartered self-clearing broker-dealer and brokerage infrastructure for stocks, ETFs, options, crypto, fixed income, 24/5 trading, and more. Our&nbsp;<a href=""https://alpaca.markets/blog/alpaca-raises-150-million-at-a-1-15b-valuation-to-build-the-global-standard-for-brokerage-infrastructure/"">recent Series D funding round</a> brought our total investment to over $320 million, fueling our ambitious vision.</p>
<p>Amongst our subsidiaries, A..."
Software Engineer,OneStudyTeam,Remote,,https://remoteOK.com/remote-jobs/remote-software-engineer-onestudyteam-1130036,,RemoteOK,"At OneStudyTeam (a Reify Health company), we specialize in speeding up clinical trials and increasing the chance of new therapies being approved with the ultimate goal of improving patient outcomes. Our cloud-based platform, StudyTeam, brings research site workflows online and enables sites, sponsors, and other key stakeholders to work together more effectively. StudyTeam is trusted by the largest global biopharmaceutical companies, used in over 6,000 research sites, and is available in over 100..."
Software Engineer,Ren,Remote,,https://remoteOK.com/remote-jobs/remote-software-engineer-ren-1130024,,RemoteOK,"<p><strong>Â </strong></p>
<table width=""450"">
<tbody>
<tr>
<td width=""138"">
<p><strong>Job Title:</strong></p>
</td>
<td width=""312"">
<p>Sr Software Engineer</p>
</td>
</tr>
<tr>
<td width=""138"">
<p><strong>Department: </strong></p>
</td>
<td width=""312"">
<p>Product Engineering</p>
</td>
</tr>
</tbody>
</table>
<p>Â </p>
<p><strong>Position Description:</strong></p>
<p>The Sr Software Engineer will be working with other engineers, architects, and product managers to develop software on our phil..."
Software Reliability Engineer for AI,MixMode,Remote,,https://remoteOK.com/remote-jobs/remote-software-reliability-engineer-for-ai-mixmode-1130015,,RemoteOK,"MixMode is a leading provider of AI-powered cybersecurity solutions at scale, pioneering a patented third-wave, context-aware AI approach that automatically learns and adapts to dynamic environments. The MixMode platform delivers self-supervised, real-time threat detection for known and unknown threats across cloud, hybrid, and on-premises environments. Large organizations with big data workloads â including those in enterprise, critical infrastructure, US Department of War and US Intelligence..."
Hardcore Software Engineer,DualEntry,Remote,,https://remoteOK.com/remote-jobs/remote-hardcore-software-engineer-dualentry-1130013,,RemoteOK,"<p style=""min-height:1.5em"">Weâre hiring the most ambitious and hardcore engineers across Canada, Europe and LATAM. </p><p style=""min-height:1.5em"">Experience level doesnât matter; what matters is how ambitious you are.</p><p style=""min-height:1.5em""></p><h1><strong>What we look for</strong></h1><p style=""min-height:1.5em"">This is an extremely intense, hands-on role with full ownership. We expect you to push for excellence and raise the bar.</p><ul style=""min-height:1.5em""><li><p style=""min-..."
Google Cloud Platform Engineer,LIGHTFEATHER IO LLC,Remote,,https://remoteOK.com/remote-jobs/remote-google-cloud-platform-engineer-lightfeather-io-llc-1130011,,RemoteOK,"LightFeather is seeking a Cloud Engineer â GCP who will play a critical role in designing, implementing, and maintaining cloud infrastructure solutions within Google Cloud Platform (GCP). This role requires expertise in infrastructure automation, cloud security, networking, and CI/CD pipeline development. The ideal candidate will work closely with cross-functional teams to drive cloud optimization and automation efforts in a high-security government environment.

This role offers an exciting o..."
Senior Cloud Platform Engineer,"MX Technologies, Inc.",Remote,,https://remoteOK.com/remote-jobs/remote-senior-cloud-platform-engineer-mx-technologies-inc-1130007,,RemoteOK,"MX is a fintech company on a mission to empower the world to be financially strong. We build technology that helps banks, credit unions, and fintechs deliver smarter, more intuitive financial experiences to millions of people.

Like many startups, we've navigated real growth challengesâand we've come out stronger on the other side. Today, MX is in a phase of renewed momentum and scale, with a solid foundation and a clear vision for what's next. This is a place where thoughtful execution matter..."
Staff Software Engineer Frontend,Sigma Computing,Remote,,https://remoteOK.com/remote-jobs/remote-staff-software-engineer-frontend-sigma-computing-1130002,,RemoteOK,"<div><p>&nbsp;</p>
<p>&nbsp;</p></div><div><h4><strong>About the Role</strong></h4>
<p>Sigma is transforming<strong> </strong>how <strong>businesses </strong>run by delivering a high performance platform on modern data architecture. Hence, we are growing the engineering team and looking for engineers who are excited to solve challenging problems, deliver impactful capabilities throughout our stack to build world-class technology. You will be part of a talented team of engineers with a shared mis..."
"Product, Platform & Enterprise Full Stack Sr/Staff Software Engineer",BNSF Railway,USA,,https://remotive.com/remote-jobs/software-development/product-platform-enterprise-full-stack-sr-staff-software-engineer-2088612,2026-01-24T14:35:10,Remotive,"<p style=""box-sizing: border-box; margin: 0px 0px 10px; line-height: 1.5; color: #4a4a4a; background-color: #ffffff;""><span style=""box-sizing: border-box; line-height: 1.5; list-style: inherit; max-width: 100%; background-color: transparent !important;"">The range represents the amount bnsf | tech reasonably expects to pay for the position based on the level, scope, and responsibilities of the role.  Individual compensation and level of position offered is determined by the hiring location and ad..."
"Product, Platform & Enterprise Front End Sr/Staff Software Engineer",BNSF Railway,USA,,https://remotive.com/remote-jobs/software-development/product-platform-enterprise-front-end-sr-staff-software-engineer-2088611,2026-01-24T14:33:27,Remotive,"<p style=""box-sizing: border-box; margin: 0px 0px 10px;   line-height: 1.5; color: #4a4a4a; background-color: #ffffff;""><span style=""box-sizing: border-box;  line-height: 1.5; list-style: inherit;  max-width: 100%; background-color: transparent !important;"">The range represents the amount bnsf | tech reasonably expects to pay for the position based on the level, scope, and responsibilities of the role.  Individual compensation and level of position offered is determined by the hiring location an..."
Sr/Staff AI Engineer,BNSF Railway,USA,,https://remotive.com/remote-jobs/ai-ml/sr-staff-ai-engineer-2088613,2026-01-23T21:23:08,Remotive,"<p style=""margin-bottom: 10px; line-height: 1.5; color: #4a4a4a;""><span style=""line-height: 1.5; list-style: inherit; max-width: 100%; background-color: transparent !important;"">The posted range for this position represents the amount <strong style=""display: initial; line-height: 36px; margin-bottom: 12px; color: #272727; padding: 0px;"">bnsf | tech</strong> reasonably expects to pay for the position based on the level, scope, and responsibilities of the role.  Individual compensation and level o..."
Senior Independent Software Developer,A.Team,"Americas, Europe, Israel",,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,2026-01-16T10:16:08,Remotive,"<p style=""text-size-adjust: 100%; overflow-wrap: break-word;""><em>You must be located in the Americas, Europe, or Israel to apply.<br></em><br><br><a href=""https://build.a.team/remotivereferral"" rel=""nofollow"">A·Team</a> is a VC-backed, stealth, application-only home on the internet for senior independent software builders to team up with hand-picked, high-growth companies on their next big thing. </p>
<p style=""text-size-adjust: 100%; overflow-wrap: break-word;"">After talking with hundreds of i..."
Senior Independent AI Engineer / Architect,A.Team,"Americas, Europe, Israel",,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,2026-01-16T10:16:03,Remotive,"<p class=""my-2 [&amp;+p]:mt-4 [&amp;_strong:has(+br)]:inline-block [&amp;_strong:has(+br)]:pb-2"" style=""border-color: oklch(0.3039 0.04 213.68 / 0.16); scrollbar-color: initial; scrollbar-width: initial; --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-scroll-snap-strictness: proximity; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgb(..."
"Senior Software Engineer, Global Contractor",Jump,Worldwide,,https://remotive.com/remote-jobs/software-development/senior-software-engineer-global-contractor-2088534,2026-01-13T09:27:49,Remotive,"<p style=""line-height: 24px; margin-top: 8px; padding: 0px; color: #373e4d; min-height: 1.5em;""><span style=""font-weight: 600;"">Who are we?</span></p>
<p style=""line-height: 24px; margin-top: 8px; padding: 0px; color: #373e4d; min-height: 1.5em;"">Hey there! We are <a href=""http://jumpapp.com/"" rel=""nofollow"" style=""touch-action: manipulation; color: #00b56a;"" target=""_blank"">Jumpapp.com</a>, AI for Financial Advisors. Jump’s mission is to empower financial advisors, firms, and clients to thrive ..."
