Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description,Priority Score,Days Since Posted,Freshness,Salary,Deadline,Days Until Deadline,Skills Match %,Ready to Apply,Applied,Applied Date,Application Method,Application Error,Status,Notes
Software Development Engineer III- Platform Automation,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-platform-automation/gurgaon-Haryāna/R-101024/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer-III (Full Stack),Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-full-stack/bangalore-Bangalore/R-101742/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Machine Learning Engineer III,Expedia,,,https://careers.expediagroup.com/job/machine-learning-engineer-iii/bangalore-Bangalore/R-101745/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Financial Analyst - Multiple RolesRemote - Americas,Shopify,Remote - Americas,,https://www.shopify.com/careers/senior-financial-analyst-multiple-roles_40ef1cb0-5c56-4963-84fe-946708e5d74a,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
GCR Revenue Marketing Lead - Growth ProgramsRemote - Singapore,Shopify,Remote - Singapore,,https://www.shopify.com/careers/gcr-revenue-marketing-lead-growth-programs_ac97a178-0b1d-4b8d-99b5-4a82092b2b08,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"AGC, PartnershipsRemote - Americas",Shopify,Remote - Americas,,https://www.shopify.com/careers/agc-partnerships_5de9add2-829e-4307-8d9e-20ee3353d237,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Product Partnerships Manager, Shipping & LogisticsRemote - Americas",Shopify,Remote - Americas,,https://www.shopify.com/careers/senior-product-partnerships-manager-shipping-logistics_a49fc193-1aca-4a52-8cde-3bc591fb1109,,Shopify,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Engineer - Data Governance & Machine Learning,Bloomberg,,,https://bloomberg.avature.net/careers/JobDetail/Senior-Software-Engineer-Data-Governance-Machine-Learning/17312,,Bloomberg,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Principal Platform Engineer, Devops  (SGP based)IT EngineeringSingapore",Agoda,,,https://careersatagoda.com/job/7563016-principal-platform-engineer-devops-sgp-based/,,Agoda,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
All locationsIndiaPoland (Remote)Puerto RicoUnited States (Relocate)United States (Remote)All locationsIndiaPoland (Remote)Puerto RicoUnited States (Relocate)United States (Remote)All departmentsBrand & Visual DesignBusiness DevelopmentBusiness IntelligenceBusiness OperationsContent & WritingCorporate CommunicationsCustomer SupportData Engineering & AnalyticsEngineering & DevelopmentFinance & LegalGeneral and Administrative (G&A)Information TechnologiesLocalizationMarketingPeople & CultureProductProduct DesignProduct TechnologyQuality AssuranceUniversityUser ResearchAll DepartmentsBrand & Visual DesignBusiness DevelopmentBusiness IntelligenceBusiness OperationsContent & WritingCorporate CommunicationsCustomer SupportData Engineering & AnalyticsEngineering & DevelopmentFinance & LegalGeneral and Administrative (G&A)Information TechnologiesLocalizationMarketingPeople & CultureProductProduct DesignProduct TechnologyQuality AssuranceUniversityUser ResearchSearch,Bold,Puerto Rico,,https://www.bold.com/bold-jobs/,,Bold,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Angular Software Developer,DealHub.io,,,https://dealhub.io/careers/13.94D/angular-software-developer/,,DealHub.io,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Java Software Developer,DealHub.io,,,https://dealhub.io/careers/D2.A48/java-software-developer/,,DealHub.io,,0,None,Unknown,,,,1.2,Yes,No,,,,Not Applied,
Angular Software DeveloperR&DGlobal,DealHub.io,Global,,https://dealhub.io/careers/#,,DealHub.io,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
SDE 3 Backend,AngelOne,,,https://www.angelone.in/careers/sde-3-backend-6065,,AngelOne,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
SDE 2 Backend,AngelOne,,,https://www.angelone.in/careers/sde-2-backend-6001,,AngelOne,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
SDE 3 Backend,AngelOne,,,https://www.angelone.in/careers,,AngelOne,,0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Cloud Software Engineer Assist,Stack AV,Remote,,https://remoteOK.com/remote-jobs/remote-senior-cloud-software-engineer-assist-stack-av-1130119,,RemoteOK,"<div><p><strong>About Stack:</strong></p>
<p>Stack is developing revolutionary AI and advanced autonomous systems designed to enhance safety, reliability, and efficiency of modern operations. Stack's autonomous technology incorporates cutting-edge advancements in artificial intelligence, robotics, machine learning, and cloud technologies, empowering us to create innovative solutions that address the needs and challenges of the dynamic trucking transportation industry. With decades of experience ...",0,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Python Backend Developer,SKYCATCHFIRE,USA,,https://remotive.com/remote-jobs/software-development/senior-python-backend-developer-2088624,2026-02-06T22:41:25,Remotive,"<div class=""h2"" style=""box-sizing: inherit; padding: 0px; border-color: rgba(0, 0, 0, 0.9); border-style: none; border-image: none 100% / 1 / 0 stretch;  vertical-align: baseline; background-image: none; background-position: 0% 0%; background-size: auto; background-repeat: repeat; background-attachment: scroll; background-origin: padding-box; background-clip: border-box; outline: rgba(0, 0, 0, 0.9) none 0px; font-weight: 600; color: rgba(0, 0, 0, 0.9); line-height: 1.25; "">About the job</div><p ...",0,None,Unknown,,,,6.0,Yes,No,,,,Not Applied,
